review,ManualLabelling,date,year,clean_review,before_cleaning,after_cleaning,normalized_review,before_normalizing,after_normalizing,tokenize_review,standardlized_review,before_stopwords,after_stopwords,stopwords_removed_count,stemmed_review,before_stemming,after_stemming
Sangat membantu....,positif,2020-06-18,2020,sangat membantu,2,2,sangat membantu,2,2,"['sangat', 'membantu']",['membantu'],2,1,1,bantu,1,1
Baik dan update,positif,2022-01-25,2022,baik dan update,3,3,baik dan diperbarui,3,3,"['baik', 'dan', 'diperbarui']",['diperbarui'],3,1,2,baru,1,1
Semua nya baik,positif,2021-07-06,2021,semua nya baik,3,3,semua nya baik,3,3,"['semua', 'nya', 'baik']",['nya'],3,1,2,nya,1,1
Apkh bisa cari job di sini,positif,2021-10-30,2021,apkh bisa cari job di sini,6,6,apkh bisa cari kerja di sini,6,6,"['apkh', 'bisa', 'cari', 'kerja', 'di', 'sini']","['apkh', 'cari', 'kerja']",6,3,3,apkh cari kerja,3,3
Suka sekali,positif,2024-06-07,2024,suka sekali,2,2,suka sekali,2,2,"['suka', 'sekali']",['suka'],2,1,1,suka,1,1
Bagus aplikasi nya,positif,2020-12-07,2020,bagus aplikasi nya,3,3,bagus aplikasi nya,3,3,"['bagus', 'aplikasi', 'nya']","['bagus', 'aplikasi', 'nya']",3,3,0,bagus aplikasi nya,3,3
bagus penuh lima,positif,2020-01-21,2020,bagus penuh lima,3,3,bagus penuh lima,3,3,"['bagus', 'penuh', 'lima']","['bagus', 'penuh']",3,2,1,bagus penuh,2,2
Suka dengqn gagasan yang baik,positif,2020-08-03,2020,suka dengqn gagasan yang baik,5,5,suka dengqn gagasan yang baik,5,5,"['suka', 'dengqn', 'gagasan', 'yang', 'baik']","['suka', 'dengqn', 'gagasan']",5,3,2,suka dengqn gagas,3,3
Sangat Membantu Min Makasih,positif,2020-05-07,2020,sangat membantu min makasih,4,4,sangat membantu minimal terima kasih,4,5,"['sangat', 'membantu', 'minimal', 'terima', 'kasih']","['membantu', 'minimal', 'terima', 'kasih']",5,4,1,bantu minimal terima kasih,4,4
saya suka sangat membantu,positif,2020-05-19,2020,saya suka sangat membantu,4,4,saya suka sangat membantu,4,4,"['saya', 'suka', 'sangat', 'membantu']","['suka', 'membantu']",4,2,2,suka bantu,2,2
Bertebaran kawan lama dan baru...,positif,2022-06-08,2022,bertebaran kawan lama dan baru,5,5,bertebaran kawan lama dan baru,5,5,"['bertebaran', 'kawan', 'lama', 'dan', 'baru']","['bertebaran', 'kawan']",5,2,3,tebar kawan,2,2
Keren banget buat para business owner,positif,2022-08-01,2022,keren banget buat para business owner,6,6,keren banget buat para business owner,6,6,"['keren', 'banget', 'buat', 'para', 'business', 'owner']","['keren', 'banget', 'business', 'owner']",6,4,2,keren banget business owner,4,4
susah bgt vertifikasi nya,negatif,2022-07-17,2022,susah bgt vertifikasi nya,4,4,susah banget vertifikasi nya,4,4,"['susah', 'banget', 'vertifikasi', 'nya']","['susah', 'banget', 'vertifikasi', 'nya']",4,4,0,susah banget vertifikasi nya,4,4
Sukses terus linked,positif,2024-03-06,2024,sukses terus linked,3,3,sukses terus linked,3,3,"['sukses', 'terus', 'linked']","['sukses', 'linked']",3,2,1,sukses linked,2,2
Aplikasi luar biasa,positif,2022-06-11,2022,aplikasi luar biasa,3,3,aplikasi luar biasa,3,3,"['aplikasi', 'luar', 'biasa']",['aplikasi'],3,1,2,aplikasi,1,1
sangat membantu.terimakasih,positif,2023-03-25,2023,sangat membantu terimakasih,2,3,sangat membantu terima kasih,3,4,"['sangat', 'membantu', 'terima', 'kasih']","['membantu', 'terima', 'kasih']",4,3,1,bantu terima kasih,3,3
Asyik aja....isinya para Profesional,positif,2020-07-29,2020,asyik aja isinya para profesional,4,5,asyik saja isinya para profesional,5,5,"['asyik', 'saja', 'isinya', 'para', 'profesional']","['asyik', 'isinya', 'profesional']",5,3,2,asyik isi profesional,3,3
Bagus tingkatkan developer,positif,2024-01-02,2024,bagus tingkatkan developer,3,3,bagus tingkatkan developer,3,3,"['bagus', 'tingkatkan', 'developer']","['bagus', 'tingkatkan', 'developer']",3,3,0,bagus tingkat developer,3,3
"Aplikasi bodoh, verifikasi jawaban udh bener di salahin tolol",negatif,2022-03-18,2022,aplikasi bodoh verifikasi jawaban udh bener di salahin tolol,9,9,aplikasi bodoh verifikasi jawaban sudah benar di salahin tolol,9,9,"['aplikasi', 'bodoh', 'verifikasi', 'jawaban', 'sudah', 'benar', 'di', 'salahin', 'tolol']","['aplikasi', 'bodoh', 'verifikasi', 'salahin', 'tolol']",9,5,4,aplikasi bodoh verifikasi salahin tolol,5,5
Profesional Social Media Menghubungkan lebih banyak orang dalam lintas Profesional pekerjaan,positif,2020-09-11,2020,profesional social media menghubungkan lebih banyak orang dalam lintas profesional pekerjaan,11,11,profesional social media menghubungkan lebih banyak orang dalam lintas profesional pekerjaan,11,11,"['profesional', 'social', 'media', 'menghubungkan', 'lebih', 'banyak', 'orang', 'dalam', 'lintas', 'profesional', 'pekerjaan']","['profesional', 'social', 'media', 'menghubungkan', 'orang', 'lintas', 'profesional', 'pekerjaan']",11,8,3,profesional social media hubung orang lintas profesional kerja,8,8
Saya berharap ini dapat membantu.,positif,2022-10-13,2022,saya berharap ini dapat membantu,5,5,saya berharap ini dapat membantu,5,5,"['saya', 'berharap', 'ini', 'dapat', 'membantu']","['berharap', 'membantu']",5,2,3,harap bantu,2,2
Sangat bermamfaat,positif,2022-03-09,2022,sangat bermamfaat,2,2,sangat bermamfaat,2,2,"['sangat', 'bermamfaat']",['bermamfaat'],2,1,1,bermamfaat,1,1
Pake Tes Verifikasi Keamanan gak jelas,negatif,2023-03-12,2023,pake tes verifikasi keamanan gak jelas,6,6,pakai tes verifikasi keamanan tidak jelas,6,6,"['pakai', 'tes', 'verifikasi', 'keamanan', 'tidak', 'jelas']","['pakai', 'tes', 'verifikasi', 'keamanan', 'tidak']",6,5,1,pakai tes verifikasi aman tidak,5,5
Lebih berasa profesionalnya..,positif,2020-06-20,2020,lebih berasa profesionalnya,3,3,lebih berasa profesionalnya,3,3,"['lebih', 'berasa', 'profesionalnya']","['berasa', 'profesionalnya']",3,2,1,asa profesional,2,2
Sangat membantu thanks,positif,2023-07-29,2023,sangat membantu thanks,3,3,sangat membantu terima kasih,3,4,"['sangat', 'membantu', 'terima', 'kasih']","['membantu', 'terima', 'kasih']",4,3,1,bantu terima kasih,3,3
Terima kasih sudah menanggapi keluhan saya sebelumnya,positif,2020-05-24,2020,terima kasih sudah menanggapi keluhan saya sebelumnya,7,7,terima kasih sudah menanggapi keluhan saya sebelumnya,7,7,"['terima', 'kasih', 'sudah', 'menanggapi', 'keluhan', 'saya', 'sebelumnya']","['terima', 'kasih', 'menanggapi', 'keluhan']",7,4,3,terima kasih tanggap keluh,4,4
Mudah mudahan bagus,positif,2021-06-16,2021,mudah mudahan bagus,3,3,mudah mudahan bagus,3,3,"['mudah', 'mudahan', 'bagus']","['mudah', 'mudahan', 'bagus']",3,3,0,mudah mudah bagus,3,3
ini aplikasi yang sangat penting,positif,2021-12-01,2021,ini aplikasi yang sangat penting,5,5,ini aplikasi yang sangat penting,5,5,"['ini', 'aplikasi', 'yang', 'sangat', 'penting']",['aplikasi'],5,1,4,aplikasi,1,1
"Weehh gila login gagal terus,gajelas",negatif,2023-06-09,2023,weehh gila login gagal terus gajelas,5,6,weehh gila login gagal terus tidak jelas,6,7,"['weehh', 'gila', 'login', 'gagal', 'terus', 'tidak', 'jelas']","['weehh', 'gila', 'login', 'gagal', 'tidak']",7,5,2,weehh gila login gagal tidak,5,5
Aplikasi kaga jelas!!!,negatif,2023-09-25,2023,aplikasi kaga jelas,3,3,aplikasi tidak jelas,3,3,"['aplikasi', 'tidak', 'jelas']","['aplikasi', 'tidak']",3,2,1,aplikasi tidak,2,2
Muncul terus parah,negatif,2024-06-01,2024,muncul terus parah,3,3,muncul terus parah,3,3,"['muncul', 'terus', 'parah']","['muncul', 'parah']",3,2,1,muncul parah,2,2
Semoga bermanfaat buat kita semua,positif,2021-10-03,2021,semoga bermanfaat buat kita semua,5,5,semoga bermanfaat buat kita semua,5,5,"['semoga', 'bermanfaat', 'buat', 'kita', 'semua']","['semoga', 'bermanfaat']",5,2,3,moga manfaat,2,2
Penghubung jaringan,positif,2023-05-16,2023,penghubung jaringan,2,2,penghubung jaringan,2,2,"['penghubung', 'jaringan']","['penghubung', 'jaringan']",2,2,0,hubung jaring,2,2
"Meskipun baru prtama kali make sy kasi bintang 4 dulu, Ok👍",positif,2020-11-30,2020,meskipun baru prtama kali make sy kasi bintang dulu ok,11,10,meskipun baru pertama kali make saya kasih bintang dahulu oke,10,10,"['meskipun', 'baru', 'pertama', 'kali', 'make', 'saya', 'kasih', 'bintang', 'dahulu', 'oke']","['kali', 'make', 'kasih', 'bintang', 'oke']",10,5,5,kali make kasih bintang oke,5,5
Verifikasi nya khusus orang sakit,negatif,2023-01-19,2023,verifikasi nya khusus orang sakit,5,5,verifikasi nya khusus orang sakit,5,5,"['verifikasi', 'nya', 'khusus', 'orang', 'sakit']","['verifikasi', 'nya', 'khusus', 'orang', 'sakit']",5,5,0,verifikasi nya khusus orang sakit,5,5
Semoga saya dapat kerja di luar negri amin,positif,2020-03-08,2020,semoga saya dapat kerja di luar negri amin,8,8,semoga saya dapat kerja di luar negri aamiin,8,8,"['semoga', 'saya', 'dapat', 'kerja', 'di', 'luar', 'negri', 'aamiin']","['semoga', 'kerja', 'negri', 'aamiin']",8,4,4,moga kerja negri aamiin,4,4
Membantu mencari informasi,positif,2022-04-22,2022,membantu mencari informasi,3,3,membantu mencari informasi,3,3,"['membantu', 'mencari', 'informasi']","['membantu', 'mencari', 'informasi']",3,3,0,bantu cari informasi,3,3
Saya coba kasih bintang 5.smg saya ada milik di sini. Amin,positif,2021-05-10,2021,saya coba kasih bintang smg saya ada milik di sini amin,11,11,saya coba kasih bintang semoga saya ada milik di sini aamiin,11,11,"['saya', 'coba', 'kasih', 'bintang', 'semoga', 'saya', 'ada', 'milik', 'di', 'sini', 'aamiin']","['coba', 'kasih', 'bintang', 'semoga', 'milik', 'aamiin']",11,6,5,coba kasih bintang moga milik aamiin,6,6
Baik sangat membantu,positif,2020-09-28,2020,baik sangat membantu,3,3,baik sangat membantu,3,3,"['baik', 'sangat', 'membantu']",['membantu'],3,1,2,bantu,1,1
Infomatif Dan baik,positif,2021-02-06,2021,infomatif dan baik,3,3,infomatif dan baik,3,3,"['infomatif', 'dan', 'baik']",['infomatif'],3,1,2,infomatif,1,1
Bagus banget dan canrik,positif,2024-01-09,2024,bagus banget dan canrik,4,4,bagus banget dan canrik,4,4,"['bagus', 'banget', 'dan', 'canrik']","['bagus', 'banget', 'canrik']",4,3,1,bagus banget canrik,3,3
Gagal membuat akun terus,negatif,2021-02-21,2021,gagal membuat akun terus,4,4,gagal membuat akun terus,4,4,"['gagal', 'membuat', 'akun', 'terus']","['gagal', 'akun']",4,2,2,gagal akun,2,2
Berjumpa banyak teman hebat,positif,2021-09-23,2021,berjumpa banyak teman hebat,4,4,berjumpa banyak teman hebat,4,4,"['berjumpa', 'banyak', 'teman', 'hebat']","['berjumpa', 'teman', 'hebat']",4,3,1,jumpa teman hebat,3,3
Kerja keras demi bhagiakan orang tua,positif,2020-08-22,2020,kerja keras demi bhagiakan orang tua,6,6,kerja keras demi bhagiakan orang tua,6,6,"['kerja', 'keras', 'demi', 'bhagiakan', 'orang', 'tua']","['kerja', 'keras', 'bhagiakan', 'orang', 'tua']",6,5,1,kerja keras bhagiakan orang tua,5,5
Banyak info thanks,positif,2022-07-25,2022,banyak info thanks,3,3,banyak informasi terima kasih,3,4,"['banyak', 'informasi', 'terima', 'kasih']","['informasi', 'terima', 'kasih']",4,3,1,informasi terima kasih,3,3
Sangat bermanfaat,positif,2022-07-14,2022,sangat bermanfaat,2,2,sangat bermanfaat,2,2,"['sangat', 'bermanfaat']",['bermanfaat'],2,1,1,manfaat,1,1
SEMANGAT PAGI OPTIMIS DAN JANGAN PESIMIS KELUARGA BESAR YTE TEAM BINTANG 1 INDONESIA MEMBENTUK SUATU TROBOSAN BARU DALAM PENINGKATAN FINANSIAL YANG TEPAT AKURAT PADAT TERPERCAYA DAN AMAN KAMI BOYADI DARI BANYUWANGI MENGAMBIL TROBOSAN TEPAT UNTUK MENINGKATKAN FINANSIAL DI KARENAKAN DAMPAK COVIT19 YANG SANGAT MELULUH LANTAHKAN PEREKONOMIAN RAKYAT INDONESIA MEMBERI SOLUSI 5 PROGRAM DENGAN MODAL KECIL RESIKO KECIL HASIL BESAR DAN AMAN. SILAHKAN SIMAK,positif,2022-02-12,2022,semangat pagi optimis dan jangan pesimis keluarga besar yte team bintang indonesia membentuk suatu trobosan baru dalam peningkatan finansial yang tepat akurat padat terpercaya dan aman kami boyadi dari banyuwangi mengambil trobosan tepat untuk meningkatkan finansial di karenakan dampak covit yang sangat meluluh lantahkan perekonomian rakyat indonesia memberi solusi program dengan modal kecil resiko kecil hasil besar dan aman silahkan simak,63,61,semangat pagi optimis dan jangan pesimis keluarga besar yte team bintang indonesia membentuk suatu trobosan baru dalam peningkatan finansial yang tepat akurat padat terpercaya dan aman kami boyadi dari banyuwangi mengambil trobosan tepat untuk meningkatkan finansial di karenakan dampak covit yang sangat meluluh lantahkan perekonomian rakyat indonesia memberi solusi program dengan modal kecil resiko kecil hasil besar dan aman silahkan simak,61,61,"['semangat', 'pagi', 'optimis', 'dan', 'jangan', 'pesimis', 'keluarga', 'besar', 'yte', 'team', 'bintang', 'indonesia', 'membentuk', 'suatu', 'trobosan', 'baru', 'dalam', 'peningkatan', 'finansial', 'yang', 'tepat', 'akurat', 'padat', 'terpercaya', 'dan', 'aman', 'kami', 'boyadi', 'dari', 'banyuwangi', 'mengambil', 'trobosan', 'tepat', 'untuk', 'meningkatkan', 'finansial', 'di', 'karenakan', 'dampak', 'covit', 'yang', 'sangat', 'meluluh', 'lantahkan', 'perekonomian', 'rakyat', 'indonesia', 'memberi', 'solusi', 'program', 'dengan', 'modal', 'kecil', 'resiko', 'kecil', 'hasil', 'besar', 'dan', 'aman', 'silahkan', 'simak']","['semangat', 'pagi', 'optimis', 'pesimis', 'keluarga', 'yte', 'team', 'bintang', 'indonesia', 'membentuk', 'trobosan', 'peningkatan', 'finansial', 'akurat', 'padat', 'terpercaya', 'aman', 'boyadi', 'banyuwangi', 'mengambil', 'trobosan', 'meningkatkan', 'finansial', 'karenakan', 'dampak', 'covit', 'meluluh', 'lantahkan', 'perekonomian', 'rakyat', 'indonesia', 'solusi', 'program', 'modal', 'resiko', 'hasil', 'aman', 'silahkan', 'simak']",61,39,22,semangat pagi optimis pesimis keluarga yte team bintang indonesia bentuk trobosan tingkat finansial akurat padat percaya aman boyadi banyuwangi ambil trobosan tingkat finansial karena dampak covit luluh lantah ekonomi rakyat indonesia solusi program modal resiko hasil aman silah simak,39,39
Aplìkasi ini sangat membantu,positif,2021-05-30,2021,aplìkasi ini sangat membantu,4,4,aplìkasi ini sangat membantu,4,4,"['aplìkasi', 'ini', 'sangat', 'membantu']","['aplìkasi', 'membantu']",4,2,2,apl kasi bantu,2,3
Mudah cari kerjaan,positif,2020-03-15,2020,mudah cari kerjaan,3,3,mudah cari kerjaan,3,3,"['mudah', 'cari', 'kerjaan']","['mudah', 'cari', 'kerjaan']",3,3,0,mudah cari kerja,3,3
Mencari pekerjaan,positif,2020-11-22,2020,mencari pekerjaan,2,2,mencari pekerjaan,2,2,"['mencari', 'pekerjaan']","['mencari', 'pekerjaan']",2,2,0,cari kerja,2,2
Lebih sering buka ini dari pada IG 😁,positif,2022-03-26,2022,lebih sering buka ini dari pada ig,8,7,lebih sering buka ini dari pada instagram,7,7,"['lebih', 'sering', 'buka', 'ini', 'dari', 'pada', 'instagram']","['buka', 'instagram']",7,2,5,buka instagram,2,2
Aplikasi ini mantap Yes,positif,2021-04-14,2021,aplikasi ini mantap yes,4,4,aplikasi ini mantap yes,4,4,"['aplikasi', 'ini', 'mantap', 'yes']","['aplikasi', 'mantap', 'yes']",4,3,1,aplikasi mantap yes,3,3
Aplikasi yang bagus dan bermanfaat,positif,2020-08-30,2020,aplikasi yang bagus dan bermanfaat,5,5,aplikasi yang bagus dan bermanfaat,5,5,"['aplikasi', 'yang', 'bagus', 'dan', 'bermanfaat']","['aplikasi', 'bagus', 'bermanfaat']",5,3,2,aplikasi bagus manfaat,3,3
Sumpa login nya susah bgt si chaptanya gajelas,negatif,2023-08-06,2023,sumpa login nya susah bgt si chaptanya gajelas,8,8,sumpa login nya susah banget sih chaptanya tidak jelas,8,9,"['sumpa', 'login', 'nya', 'susah', 'banget', 'sih', 'chaptanya', 'tidak', 'jelas']","['sumpa', 'login', 'nya', 'susah', 'banget', 'sih', 'chaptanya', 'tidak']",9,8,1,sumpa login nya susah banget sih chaptanya tidak,8,8
Sangat membantu bisnis saya,positif,2020-11-16,2020,sangat membantu bisnis saya,4,4,sangat membantu bisnis saya,4,4,"['sangat', 'membantu', 'bisnis', 'saya']","['membantu', 'bisnis']",4,2,2,bantu bisnis,2,2
Cukup bagus kami suka,positif,2020-01-23,2020,cukup bagus kami suka,4,4,cukup bagus kami suka,4,4,"['cukup', 'bagus', 'kami', 'suka']","['bagus', 'suka']",4,2,2,bagus suka,2,2
Jelek ni aplikasi nya,negatif,2021-07-21,2021,jelek ni aplikasi nya,4,4,jelek ini aplikasi nya,4,4,"['jelek', 'ini', 'aplikasi', 'nya']","['jelek', 'aplikasi', 'nya']",4,3,1,jelek aplikasi nya,3,3
Luar biasa membantu,positif,2020-01-16,2020,luar biasa membantu,3,3,luar biasa membantu,3,3,"['luar', 'biasa', 'membantu']",['membantu'],3,1,2,bantu,1,1
Keren menunjang bisnis,positif,2020-06-19,2020,keren menunjang bisnis,3,3,keren menunjang bisnis,3,3,"['keren', 'menunjang', 'bisnis']","['keren', 'menunjang', 'bisnis']",3,3,0,keren tunjang bisnis,3,3
Semoga lebih baik ke depannya,positif,2021-04-02,2021,semoga lebih baik ke depannya,5,5,semoga lebih baik ke depannya,5,5,"['semoga', 'lebih', 'baik', 'ke', 'depannya']","['semoga', 'depannya']",5,2,3,moga depan,2,2
Bagus dan berguna,positif,2020-04-03,2020,bagus dan berguna,3,3,bagus dan berguna,3,3,"['bagus', 'dan', 'berguna']","['bagus', 'berguna']",3,2,1,bagus guna,2,2
Aplikasi paling ribet,negatif,2022-05-24,2022,aplikasi paling ribet,3,3,aplikasi paling rumit,3,3,"['aplikasi', 'paling', 'rumit']","['aplikasi', 'rumit']",3,2,1,aplikasi rumit,2,2
Bagus sangat bagus,positif,2023-12-11,2023,bagus sangat bagus,3,3,bagus sangat bagus,3,3,"['bagus', 'sangat', 'bagus']","['bagus', 'bagus']",3,2,1,bagus bagus,2,2
Sangat Membantu...Terima kasih,positif,2020-07-16,2020,sangat membantu terima kasih,3,4,sangat membantu terima kasih,4,4,"['sangat', 'membantu', 'terima', 'kasih']","['membantu', 'terima', 'kasih']",4,3,1,bantu terima kasih,3,3
Mantap sangat membantu saya,positif,2020-10-15,2020,mantap sangat membantu saya,4,4,mantap sangat membantu saya,4,4,"['mantap', 'sangat', 'membantu', 'saya']","['mantap', 'membantu']",4,2,2,mantap bantu,2,2
Mencari pekerjaan,positif,2021-04-15,2021,mencari pekerjaan,2,2,mencari pekerjaan,2,2,"['mencari', 'pekerjaan']","['mencari', 'pekerjaan']",2,2,0,cari kerja,2,2
Verifikasi teka teki anjay susah amat,negatif,2021-04-13,2021,verifikasi teka teki anjay susah amat,6,6,verifikasi teka teki anjay susah amat,6,6,"['verifikasi', 'teka', 'teki', 'anjay', 'susah', 'amat']","['verifikasi', 'teka', 'teki', 'anjay', 'susah']",6,5,1,verifikasi teka teki anjay susah,5,5
Aplikasi sangat berguna,positif,2020-02-18,2020,aplikasi sangat berguna,3,3,aplikasi sangat berguna,3,3,"['aplikasi', 'sangat', 'berguna']","['aplikasi', 'berguna']",3,2,1,aplikasi guna,2,2
Semangat terus. Jangan menyerah,positif,2021-06-13,2021,semangat terus jangan menyerah,4,4,semangat terus jangan menyerah,4,4,"['semangat', 'terus', 'jangan', 'menyerah']","['semangat', 'menyerah']",4,2,2,semangat serah,2,2
Sangat membantu,positif,2020-06-24,2020,sangat membantu,2,2,sangat membantu,2,2,"['sangat', 'membantu']",['membantu'],2,1,1,bantu,1,1
Bagus sangat membantu,positif,2024-02-16,2024,bagus sangat membantu,3,3,bagus sangat membantu,3,3,"['bagus', 'sangat', 'membantu']","['bagus', 'membantu']",3,2,1,bagus bantu,2,2
Sangat bermanfaat bagi saya,positif,2023-05-11,2023,sangat bermanfaat bagi saya,4,4,sangat bermanfaat bagi saya,4,4,"['sangat', 'bermanfaat', 'bagi', 'saya']",['bermanfaat'],4,1,3,manfaat,1,1
Sumpah mau login doang susah banget perakara milih hewan yg madep ke atas anjir😭😭😭😭😭😭,negatif,2023-11-23,2023,sumpah mau login doang susah banget perakara milih hewan yg madep ke atas anjir,14,14,sumpah mau login saja susah banget perakara memilih hewan yang madep ke atas anjir,14,14,"['sumpah', 'mau', 'login', 'saja', 'susah', 'banget', 'perakara', 'memilih', 'hewan', 'yang', 'madep', 'ke', 'atas', 'anjir']","['sumpah', 'login', 'susah', 'banget', 'perakara', 'memilih', 'hewan', 'madep', 'anjir']",14,9,5,sumpah login susah banget perakara pilih hewan madep anjir,9,9
Bagus juga deh,positif,2020-02-14,2020,bagus juga deh,3,3,bagus juga deh,3,3,"['bagus', 'juga', 'deh']","['bagus', 'deh']",3,2,1,bagus deh,2,2
sangat bermanfaat,positif,2020-06-01,2020,sangat bermanfaat,2,2,sangat bermanfaat,2,2,"['sangat', 'bermanfaat']",['bermanfaat'],2,1,1,manfaat,1,1
Sungguh sangat bermanfaat..,positif,2020-06-09,2020,sungguh sangat bermanfaat,3,3,sungguh sangat bermanfaat,3,3,"['sungguh', 'sangat', 'bermanfaat']","['sungguh', 'bermanfaat']",3,2,1,sungguh manfaat,2,2
Sangat cocok untuk saya,positif,2023-08-22,2023,sangat cocok untuk saya,4,4,sangat cocok untuk saya,4,4,"['sangat', 'cocok', 'untuk', 'saya']",['cocok'],4,1,3,cocok,1,1
Aplikasinya bagus,positif,2023-01-12,2023,aplikasinya bagus,2,2,aplikasi nya bagus,2,3,"['aplikasi', 'nya', 'bagus']","['aplikasi', 'nya', 'bagus']",3,3,0,aplikasi nya bagus,3,3
Semogga bisa sanggat membantu,positif,2020-07-09,2020,semogga bisa sanggat membantu,4,4,semogga bisa sanggat membantu,4,4,"['semogga', 'bisa', 'sanggat', 'membantu']","['semogga', 'sanggat', 'membantu']",4,3,1,semogga sanggat bantu,3,3
Cukup menarik,positif,2022-04-24,2022,cukup menarik,2,2,cukup menarik,2,2,"['cukup', 'menarik']",['menarik'],2,1,1,tarik,1,1
Apk gak jelas verifikasi pake gambar orang Kota mana elu lahir bego,negatif,2023-05-26,2023,apk gak jelas verifikasi pake gambar orang kota mana elu lahir bego,12,12,aplikasi tidak jelas verifikasi pakai gambar orang kota mana elu lahir bodoh,12,12,"['aplikasi', 'tidak', 'jelas', 'verifikasi', 'pakai', 'gambar', 'orang', 'kota', 'mana', 'elu', 'lahir', 'bodoh']","['aplikasi', 'tidak', 'verifikasi', 'pakai', 'gambar', 'orang', 'kota', 'elu', 'lahir', 'bodoh']",12,10,2,aplikasi tidak verifikasi pakai gambar orang kota elu lahir bodoh,10,10
Semoga selalu bermanfaat,positif,2020-10-17,2020,semoga selalu bermanfaat,3,3,semoga selalu bermanfaat,3,3,"['semoga', 'selalu', 'bermanfaat']","['semoga', 'bermanfaat']",3,2,1,moga manfaat,2,2
